-- dump date   	20080125_165742
-- class       	Genbank::Feature
-- table       	feature
-- table       	main
-- field 1	id
-- field 2	type
-- field 3	name
-- field 4	contig
-- field 5	start_pos
-- field 6	end_pos
-- field 7	strand
-- field 8	description
-- field 9	chrom_position
-- field 10	organism
-- field 11	GeneID
-- header
-- id	type	name	contig	start_pos	end_pos	strand	description	chrom_position	organism	GeneID
83333000001	SEQ_END	SEQ_END	NC_000913.2	4639675	4639675	DR	NC_000913.2; contig end	4639675..4639675	Escherichia coli K12	<NULL_VALUE>
NP_415247.1	CDS	ybgD	NC_000913.2	751452	752018	R	predicted fimbrial-like adhesin protein	complement(751452..752018)	Escherichia coli K12	945325
NP_415248.1	CDS	gltA	NC_000913.2	752408	753691	R	citrate synthase	complement(752408..753691)	Escherichia coli K12	945323
NP_415249.1	CDS	sdhC	NC_000913.2	754400	754789	D	succinate dehydrogenase, membrane subunit, binds cytochrome b556	754400..754789	Escherichia coli K12	945316
NP_415250.1	CDS	sdhD	NC_000913.2	754783	755130	D	succinate dehydrogenase, membrane subunit, binds cytochrome b556	754783..755130	Escherichia coli K12	945322
NP_415251.1	CDS	sdhA	NC_000913.2	755130	756896	D	succinate dehydrogenase, flavoprotein subunit	755130..756896	Escherichia coli K12	945402
NP_415252.1	CDS	sdhB	NC_000913.2	756912	757628	D	succinate dehydrogenase, FeS subunit	756912..757628	Escherichia coli K12	945300
NP_415254.1	CDS	sucA	NC_000913.2	757929	760730	D	2-oxoglutarate decarboxylase, thiamin-requiring	757929..760730	Escherichia coli K12	945303
NP_415255.1	CDS	sucB	NC_000913.2	760745	761962	D	dihydrolipoyltranssuccinase	760745..761962	Escherichia coli K12	945307
NP_415256.1	CDS	sucC	NC_000913.2	762237	763403	D	succinyl-CoA synthetase, beta subunit	762237..763403	Escherichia coli K12	945312
NP_415257.1	CDS	sucD	NC_000913.2	763403	764272	D	succinyl-CoA synthetase, NAD(P)-binding, alpha subunit	763403..764272	Escherichia coli K12	945314
NP_415258.1	CDS	mngR	NC_000913.2	764376	765098	R	DNA-binding transcriptional dual regulator, fatty-acyl-binding	complement(764376..765098)	Escherichia coli K12	945371
NP_415259.1	CDS	mngA	NC_000913.2	765207	767183	D	fused 2-O-a-mannosyl-D-glycerate specific PTS enzymes: IIA component/IIB component/IIC component	765207..767183	Escherichia coli K12	945355
NP_415260.1	CDS	mngB	NC_000913.2	767201	769834	D	alpha-mannosidase	767201..769834	Escherichia coli K12	945359
NP_415261.2	CDS	cydA	NC_000913.2	770681	772249	D	cytochrome d terminal oxidase, subunit I	770681..772249	Escherichia coli K12	945341
NP_415262.1	CDS	cydB	NC_000913.2	772265	773404	D	cytochrome d terminal oxidase, subunit II	772265..773404	Escherichia coli K12	945347
YP_588444.1	CDS	ybgT	NC_000913.2	773419	773532	D	conserved protein	773419..773532	Escherichia coli K12	1450246
NP_415263.1	CDS	ybgE	NC_000913.2	773532	773825	D	conserved inner membrane protein	773532..773825	Escherichia coli K12	945326
NP_415264.1	CDS	ybgC	NC_000913.2	773975	774379	D	predicted acyl-CoA thioesterase	773975..774379	Escherichia coli K12	948907
NP_415265.1	CDS	tolQ	NC_000913.2	774376	775068	D	membrane spanning protein in TolA-TolQ-TolR complex	774376..775068	Escherichia coli K12	948900
NP_415266.1	CDS	tolR	NC_000913.2	775072	775500	D	membrane spanning protein in TolA-TolQ-TolR complex	775072..775500	Escherichia coli K12	945328
NP_415267.1	CDS	tolA	NC_000913.2	775565	776830	D	membrane anchored protein in TolA-TolQ-TolR complex	775565..776830	Escherichia coli K12	946625
NP_415268.1	CDS	tolB	NC_000913.2	776963	778255	D	periplasmic protein	776963..778255	Escherichia coli K12	945429
NP_415269.1	CDS	pal	NC_000913.2	778290	778811	D	peptidoglycan-associated outer membrane lipoprotein	778290..778811	Escherichia coli K12	945004
NP_415270.1	CDS	ybgF	NC_000913.2	778821	779612	D	predicted protein	778821..779612	Escherichia coli K12	947227
NP_415271.1	CDS	nadA	NC_000913.2	781308	782351	D	quinolinate synthase, subunit A	781308..782351	Escherichia coli K12	945351
NP_415272.1	CDS	pnuC	NC_000913.2	782389	783108	D	predicted nicotinamide mononucleotide transporter	782389..783108	Escherichia coli K12	945350
NP_415273.1	CDS	zitB	NC_000913.2	783105	784046	R	zinc efflux system	complement(783105..784046)	Escherichia coli K12	945348
NP_415274.1	CDS	ybgS	NC_000913.2	784160	784540	R	conserved protein	complement(784160..784540)	Escherichia coli K12	945356
NP_415275.1	CDS	aroG	NC_000913.2	784856	785908	D	3-deoxy-D-arabino-heptulosonate-7-phosphate synthase, phenylalanine repressible	784856..785908	Escherichia coli K12	945605
NP_415276.1	CDS	gpmA	NC_000913.2	786066	786818	R	phosphoglyceromutase 1	complement(786066..786818)	Escherichia coli K12	945068
NP_415277.1	CDS	galM	NC_000913.2	787020	788060	R	galactose-1-epimerase (mutarotase)	complement(787020..788060)	Escherichia coli K12	944943
NP_415278.1	CDS	galK	NC_000913.2	788054	789202	R	galactokinase	complement(788054..789202)	Escherichia coli K12	945358
NP_415279.1	CDS	galT	NC_000913.2	789206	790252	R	galactose-1-phosphate uridylyltransferase	complement(789206..790252)	Escherichia coli K12	945357
NP_415280.3	CDS	galE	NC_000913.2	790262	791278	R	UDP-galactose-4-epimerase	complement(790262..791278)	Escherichia coli K12	945354
NP_415281.1	CDS	modF	NC_000913.2	791539	793011	R	fused molybdate transporter subunits of ABC superfamily: ATP-binding components	complement(791539..793011)	Escherichia coli K12	945368
NP_415282.1	CDS	modE	NC_000913.2	793079	793867	R	DNA-binding transcriptional dual regulator	complement(793079..793867)	Escherichia coli K12	945366
NP_415283.1	CDS	ybhT	NC_000913.2	793996	794145	D	predicted protein	793996..794145	Escherichia coli K12	945365
NP_415284.1	CDS	modA	NC_000913.2	794312	795085	D	molybdate transporter subunit	794312..795085	Escherichia coli K12	945364
NP_415285.1	CDS	modB	NC_000913.2	795085	795774	D	molybdate transporter subunit	795085..795774	Escherichia coli K12	945361
NP_415286.1	CDS	modC	NC_000913.2	795777	796835	D	molybdate transporter subunit	795777..796835	Escherichia coli K12	945362
NP_415287.1	CDS	ybhA	NC_000913.2	796836	797654	R	predicted hydrolase	complement(796836..797654)	Escherichia coli K12	945372
NP_415288.1	CDS	pgl	NC_000913.2	797809	798804	D	6-phosphogluconolactonase	797809..798804	Escherichia coli K12	946398
NP_415289.4	CDS	ybhD	NC_000913.2	798845	799798	R	predicted DNA-binding transcriptional regulator	complement(798845..799798)	Escherichia coli K12	944869
NP_415290.1	CDS	ybhH	NC_000913.2	799982	801034	D	conserved protein	799982..801034	Escherichia coli K12	945375
NP_415291.1	CDS	ybhI	NC_000913.2	801110	802543	D	predicted transporter	801110..802543	Escherichia coli K12	945377
NP_415292.2	CDS	ybhJ	NC_000913.2	802726	804987	D	predicted hydratase	802726..804987	Escherichia coli K12	945380
NP_415293.1	CDS	ybhC	NC_000913.2	805221	806504	R	predicted pectinesterase	complement(805221..806504)	Escherichia coli K12	945381
NP_415294.1	CDS	ybhB	NC_000913.2	806656	807132	R	predicted kinase inhibitor	complement(806656..807132)	Escherichia coli K12	945383
NP_415295.1	CDS	bioA	NC_000913.2	807191	808480	R	7,8-diaminopelargonic acid synthase, PLP-dependent	complement(807191..808480)	Escherichia coli K12	945376
NP_415296.1	CDS	bioB	NC_000913.2	808567	809607	D	biotin synthase	808567..809607	Escherichia coli K12	945370
NP_415297.1	CDS	bioF	NC_000913.2	809604	810758	D	8-amino-7-oxononanoate synthase	809604..810758	Escherichia coli K12	945384
NP_415298.1	CDS	bioC	NC_000913.2	810745	811500	D	predicted methltransferase, enzyme of biotin synthesis	810745..811500	Escherichia coli K12	945388
NP_415299.1	CDS	bioD	NC_000913.2	811493	812170	D	dethiobiotin synthetase	811493..812170	Escherichia coli K12	945387
YP_001165312.1	CDS	ybhU	NC_000913.2	812337	812474	R	hypothetical protein	complement(812337..812474)	Escherichia coli K12	5061512
NP_415300.1	CDS	uvrB	NC_000913.2	812749	814770	D	excinulease of nucleotide excision repair, DNA damage recognition component	812749..814770	Escherichia coli K12	945385
NP_415301.1	CDS	ybhK	NC_000913.2	814962	815870	R	predicted transferase with NAD(P)-binding Rossmann-fold domain	complement(814962..815870)	Escherichia coli K12	945390
NP_415302.1	CDS	moaA	NC_000913.2	816267	817256	D	molybdopterin biosynthesis protein A	816267..817256	Escherichia coli K12	945392
NP_415303.1	CDS	moaB	NC_000913.2	817278	817790	D	molybdopterin biosynthesis protein B	817278..817790	Escherichia coli K12	945396
NP_415304.1	CDS	moaC	NC_000913.2	817793	818278	D	molybdopterin biosynthesis, protein C	817793..818278	Escherichia coli K12	945397
NP_415305.1	CDS	moaD	NC_000913.2	818271	818516	D	molybdopterin synthase, small subunit	818271..818516	Escherichia coli K12	945398
NP_415306.1	CDS	moaE	NC_000913.2	818518	818970	D	molybdopterin synthase, large subunit	818518..818970	Escherichia coli K12	945399
NP_415307.1	CDS	ybhL	NC_000913.2	819107	819811	D	predicted inner membrane protein	819107..819811	Escherichia coli K12	945401
NP_415308.1	CDS	ybhM	NC_000913.2	820016	820729	D	conserved inner membrane protein	820016..820729	Escherichia coli K12	949001
NP_415309.1	CDS	ybhN	NC_000913.2	820765	821721	R	conserved inner membrane protein	complement(820765..821721)	Escherichia coli K12	945410
NP_415310.1	CDS	ybhO	NC_000913.2	821721	822962	R	cardiolipin synthase 2	complement(821721..822962)	Escherichia coli K12	945409
NP_415311.1	CDS	ybhP	NC_000913.2	822959	823720	R	predicted DNase	complement(822959..823720)	Escherichia coli K12	945408
NP_415312.1	CDS	ybhQ	NC_000913.2	823853	824263	D	predicted inner membrane protein	823853..824263	Escherichia coli K12	945405
NP_415313.1	CDS	ybhR	NC_000913.2	824225	825331	R	predicted transporter subunit: membrane component of ABC superfamily	complement(824225..825331)	Escherichia coli K12	945403
NP_415314.1	CDS	ybhS	NC_000913.2	825342	826475	R	predicted transporter subunit: membrane component of ABC superfamily	complement(825342..826475)	Escherichia coli K12	945411
NP_415315.4	CDS	ybhF	NC_000913.2	826468	828204	R	fused predicted transporter subunits of ABC superfamily: ATP-binding components	complement(826468..828204)	Escherichia coli K12	945413
NP_415316.1	CDS	ybhG	NC_000913.2	828197	829195	R	predicted membrane fusion protein (MFP) component of efflux pump, membrane anchor	complement(828197..829195)	Escherichia coli K12	945414
NP_415317.4	CDS	ybiH	NC_000913.2	829195	829866	R	predicted DNA-binding transcriptional regulator	complement(829195..829866)	Escherichia coli K12	945421
NP_415318.1	CDS	rhlE	NC_000913.2	830095	831459	D	RNA helicase	830095..831459	Escherichia coli K12	945425
NP_415319.1	CDS	ybiA	NC_000913.2	831691	832173	R	conserved protein	complement(831691..832173)	Escherichia coli K12	945426
NP_415320.1	CDS	dinG	NC_000913.2	832293	834443	D	ATP-dependent DNA helicase	832293..834443	Escherichia coli K12	945431
NP_415321.1	CDS	ybiB	NC_000913.2	834471	835433	D	predicted transferase/phosphorylase	834471..835433	Escherichia coli K12	945424
NP_415322.1	CDS	ybiC	NC_000913.2	835574	836659	D	predicted dehydrogenase	835574..836659	Escherichia coli K12	945412
NP_415323.1	CDS	ybiJ	NC_000913.2	836888	837148	R	predicted protein	complement(836888..837148)	Escherichia coli K12	945433
NP_415324.1	CDS	ybiI	NC_000913.2	837413	837679	R	conserved protein	complement(837413..837679)	Escherichia coli K12	945434
NP_415325.4	CDS	ybiX	NC_000913.2	837753	838430	R	conserved protein	complement(837753..838430)	Escherichia coli K12	947502
NP_415326.1	CDS	fiu	NC_000913.2	838472	840754	R	predicted iron outer membrane transporter	complement(838472..840754)	Escherichia coli K12	946246
NP_415327.2	CDS	ybiM	NC_000913.2	841019	841279	R	predicted protein	complement(841019..841279)	Escherichia coli K12	947523
NP_415328.4	CDS	ybiN	NC_000913.2	841555	842481	D	predicted SAM-dependent methyltransferase	841555..842481	Escherichia coli K12	944938
NP_415329.4	CDS	ybiO	NC_000913.2	842478	844703	R	predicted mechanosensitive channel	complement(842478..844703)	Escherichia coli K12	945935
NP_415330.1	CDS	glnQ	NC_000913.2	844964	845686	R	glutamine transporter subunit	complement(844964..845686)	Escherichia coli K12	945435
NP_415331.1	CDS	glnP	NC_000913.2	845683	846342	R	glutamine transporter subunit	complement(845683..846342)	Escherichia coli K12	945621
NP_415332.1	CDS	glnH	NC_000913.2	846481	847227	R	glutamine transporter subunit	complement(846481..847227)	Escherichia coli K12	944872
NP_415333.1	CDS	dps	NC_000913.2	847631	848134	R	Fe-binding and storage protein	complement(847631..848134)	Escherichia coli K12	945101
NP_415334.1	CDS	rhtA	NC_000913.2	848433	849320	R	threonine and homoserine efflux system	complement(848433..849320)	Escherichia coli K12	947045
NP_415335.1	CDS	ompX	NC_000913.2	849673	850188	D	outer membrane protein	849673..850188	Escherichia coli K12	944967
NP_415336.1	CDS	ybiP	NC_000913.2	850237	851820	R	predicted hydrolase, inner membrane	complement(850237..851820)	Escherichia coli K12	945360
NP_415337.1	CDS	yliL	NC_000913.2	851894	852163	D	predicted protein	851894..852163	Escherichia coli K12	945436
NP_415338.1	CDS	mntR	NC_000913.2	852406	852873	D	DNA-binding transcriptional regulator of mntH	852406..852873	Escherichia coli K12	945437
NP_415339.1	CDS	ybiR	NC_000913.2	852870	853988	D	predicted transporter	852870..853988	Escherichia coli K12	945438
NP_415340.1	CDS	ybiS	NC_000913.2	854047	854967	R	conserved protein	complement(854047..854967)	Escherichia coli K12	945441
NP_415341.1	CDS	ybiT	NC_000913.2	855186	856778	D	fused predicted transporter subunits of ABC superfamily: ATP-binding components	855186..856778	Escherichia coli K12	945440
NP_415342.1	CDS	ybiU	NC_000913.2	857019	858284	R	predicted protein	complement(857019..858284)	Escherichia coli K12	945439
NP_415343.1	CDS	ybiV	NC_000913.2	858436	859251	R	predicted hydrolase	complement(858436..859251)	Escherichia coli K12	945432
NP_415344.1	CDS	ybiW	NC_000913.2	859397	861829	R	predicted pyruvate formate lyase	complement(859397..861829)	Escherichia coli K12	945444
NP_415345.1	CDS	ybiY	NC_000913.2	861835	862761	R	predicted pyruvate formate lyase activating enzyme	complement(861835..862761)	Escherichia coli K12	945445
NP_415346.4	CDS	fsaA	NC_000913.2	862865	863527	D	fructose-6-phosphate aldolase 1	862865..863527	Escherichia coli K12	945449
NP_415347.1	CDS	moeB	NC_000913.2	863603	864352	R	molybdopterin synthase sulfurylase	complement(863603..864352)	Escherichia coli K12	945452
NP_415348.1	CDS	moeA	NC_000913.2	864352	865587	R	molybdopterin biosynthesis protein	complement(864352..865587)	Escherichia coli K12	945454
NP_415349.1	CDS	iaaA	NC_000913.2	865791	866756	D	L-asparaginase	865791..866756	Escherichia coli K12	945456
NP_415350.2	CDS	gsiA	NC_000913.2	866743	868614	D	fused predicted peptide transport subunits of ABC superfamily: ATP-binding components	866743..868614	Escherichia coli K12	945457
NP_415351.1	CDS	gsiB	NC_000913.2	868634	870172	D	predicted peptide transporter subunit: periplasmic-binding component of ABC superfamily	868634..870172	Escherichia coli K12	945459
NP_415352.1	CDS	gsiC	NC_000913.2	870190	871110	D	predicted peptide transporter subunit: membrane component of ABC superfamily	870190..871110	Escherichia coli K12	945460
NP_415353.1	CDS	gsiD	NC_000913.2	871113	872024	D	predicted peptide transporter subunit: membrane component of ABC superfamily	871113..872024	Escherichia coli K12	945461
NP_415354.1	CDS	yliE	NC_000913.2	872202	874550	D	conserved inner membrane protein	872202..874550	Escherichia coli K12	945462
NP_415355.1	CDS	yliF	NC_000913.2	874558	875886	D	predicted diguanylate cyclase	874558..875886	Escherichia coli K12	945463
NP_415356.1	CDS	yliG	NC_000913.2	875933	877258	R	predicted SAM-dependent methyltransferase	complement(875933..877258)	Escherichia coli K12	945465
NP_415357.1	CDS	bssR	NC_000913.2	877471	877854	D	conserved protein	877471..877854	Escherichia coli K12	945466
NP_415358.1	CDS	yliI	NC_000913.2	877965	879080	D	predicted dehydrogenase	877965..879080	Escherichia coli K12	945467
NP_415359.4	CDS	yliJ	NC_000913.2	879077	879703	R	predicted glutathione S-transferase	complement(879077..879703)	Escherichia coli K12	945469
NP_415360.1	CDS	dacC	NC_000913.2	879950	881152	D	D-alanyl-D-alanine carboxypeptidase (penicillin-binding protein 6a)	879950..881152	Escherichia coli K12	945455
NP_415361.1	CDS	deoR	NC_000913.2	881199	881957	R	DNA-binding transcriptional repressor	complement(881199..881957)	Escherichia coli K12	945453
NP_415362.1	CDS	ybjG	NC_000913.2	882015	882611	R	undecaprenyl pyrophosphate phosphatase	complement(882015..882611)	Escherichia coli K12	945450
NP_415363.1	CDS	cmr	NC_000913.2	882896	884128	D	multidrug efflux system protein	882896..884128	Escherichia coli K12	945448
NP_415364.1	CDS	ybjH	NC_000913.2	884169	884453	R	predicted protein	complement(884169..884453)	Escherichia coli K12	945447
NP_415365.4	CDS	ybjI	NC_000913.2	884539	885354	R	conserved protein	complement(884539..885354)	Escherichia coli K12	945470
NP_415366.1	CDS	ybjJ	NC_000913.2	885354	886562	R	predicted transporter	complement(885354..886562)	Escherichia coli K12	945471
NP_415367.1	CDS	ybjK	NC_000913.2	886646	887182	D	predicted DNA-binding transcriptional regulator	886646..887182	Escherichia coli K12	945473
NP_415368.1	CDS	ybjL	NC_000913.2	887357	889042	R	predicted transporter	complement(887357..889042)	Escherichia coli K12	945474
NP_415369.1	CDS	ybjM	NC_000913.2	889312	889689	D	predicted inner membrane protein	889312..889689	Escherichia coli K12	945477
NP_415370.1	CDS	grxA	NC_000913.2	889719	889976	R	glutaredoxin 1, redox coenzyme for ribonucleotide reductase (RNR1a)	complement(889719..889976)	Escherichia coli K12	945479
NP_415371.1	CDS	ybjC	NC_000913.2	890136	890423	D	predicted inner membrane protein	890136..890423	Escherichia coli K12	945481
NP_415372.1	CDS	nfsA	NC_000913.2	890407	891129	D	nitroreductase A, NADPH-dependent, FMN-dependent	890407..891129	Escherichia coli K12	945483
NP_415373.1	CDS	rimK	NC_000913.2	891190	892092	D	ribosomal protein S6 modification protein	891190..892092	Escherichia coli K12	945484
NP_415374.1	CDS	ybjN	NC_000913.2	892180	892656	D	predicted oxidoreductase	892180..892656	Escherichia coli K12	945482
NP_415375.1	CDS	potF	NC_000913.2	893007	894119	D	putrescine transporter subunit: periplasmic-binding component of ABC superfamily	893007..894119	Escherichia coli K12	945480
NP_415376.4	CDS	potG	NC_000913.2	894214	895347	D	putrescine transporter subunit: ATP-binding component of ABC superfamily	894214..895347	Escherichia coli K12	945476
NP_415377.1	CDS	potH	NC_000913.2	895357	896310	D	putrescine transporter subunit: membrane component of ABC superfamily	895357..896310	Escherichia coli K12	945475
NP_415378.1	CDS	potI	NC_000913.2	896307	897152	D	putrescine transporter subunit: membrane component of ABC superfamily	896307..897152	Escherichia coli K12	945485
NP_415379.1	CDS	ybjO	NC_000913.2	897212	897700	D	predicted inner membrane protein	897212..897700	Escherichia coli K12	945488
